"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050657","GO:0050657","nucleic acid transport","57/1513","271/27563",1.13248078737245e-18,1.84491415542857e-16,1.62376431873657e-16,"P22626/P09651/P08865/Q32P51/P62857/Q9Y224/P42704/P51991/P63241/P55735/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/Q92945/Q9NZI8/P82979/O75494/P06730/Q13243/Q15388/Q07955/Q86V81/Q14764/Q6IS14/Q9GZV4/Q9Y6M1/O00148/Q13247/Q01130/P62826/Q07666/Q15287/Q9UN86/Q16629/Q86U42/Q05519/O00425/Q16762/O60282/Q08170/P38919/Q8TCS8/Q9BY77/P57740/O75955/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/Q14008/O75694/P49790/P52948",57
"GO:0050658","GO:0050658","RNA transport","57/1513","271/27563",1.13248078737245e-18,1.84491415542857e-16,1.62376431873657e-16,"P22626/P09651/P08865/Q32P51/P62857/Q9Y224/P42704/P51991/P63241/P55735/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/Q92945/Q9NZI8/P82979/O75494/P06730/Q13243/Q15388/Q07955/Q86V81/Q14764/Q6IS14/Q9GZV4/Q9Y6M1/O00148/Q13247/Q01130/P62826/Q07666/Q15287/Q9UN86/Q16629/Q86U42/Q05519/O00425/Q16762/O60282/Q08170/P38919/Q8TCS8/Q9BY77/P57740/O75955/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/Q14008/O75694/P49790/P52948",57
"GO:0051236","GO:0051236","establishment of RNA localization","57/1513","275/27563",2.32764750328449e-18,3.68042146401688e-16,3.23924938924575e-16,"P22626/P09651/P08865/Q32P51/P62857/Q9Y224/P42704/P51991/P63241/P55735/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/Q92945/Q9NZI8/P82979/O75494/P06730/Q13243/Q15388/Q07955/Q86V81/Q14764/Q6IS14/Q9GZV4/Q9Y6M1/O00148/Q13247/Q01130/P62826/Q07666/Q15287/Q9UN86/Q16629/Q86U42/Q05519/O00425/Q16762/O60282/Q08170/P38919/Q8TCS8/Q9BY77/P57740/O75955/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/Q14008/O75694/P49790/P52948",57
"GO:0009161","GO:0009161","ribonucleoside monophosphate metabolic process","78/1513","480/27563",5.89497023026773e-18,9.05467427369123e-16,7.96929058197096e-16,"P48047/P04075/O75947/P06576/P04406/P25705/P11142/P55072/O75489/Q9UJZ1/P49821/P21589/P31930/P06733/O75964/O96000/P28331/P30049/P56134/P99999/Q9UDW1/P00338/P36542/P56385/P22695/P19367/P54819/O75439/O00483/P60174/O43920/P07919/Q16718/Q16795/Q9BRR6/P00558/P0DMV8/P0DMV9/O95168/P14927/P30405/P24539/P19404/Q9UJS0/O95182/P56556/Q02218/P09972/O95299/P13073/P14618/Q08043/O75306/O75251/P13929/P09622/P18669/P21281/Q8N0Y7/O00217/P15259/O00429/P21108/O75323/Q9UIJ7/P11908/P60891/P07864/Q9NTK5/P09104/P07205/P15313/P31939/P30613/P38606/P52789/Q9ULD0/P22102",78
"GO:0015931","GO:0015931","nucleobase-containing compound transport","59/1513","331/27563",9.47765212689221e-16,1.41532938428257e-13,1.24567386872457e-13,"P22626/P09651/P08865/Q32P51/P62857/Q9Y224/P42704/P51991/P63241/P55735/P84103/Q6NUK1/P26368/Q13242/P12236/Q13838/P0DN76/Q01081/Q92945/Q9NZI8/P82979/O75494/P06730/Q13243/Q15388/Q07955/Q86V81/Q14764/Q6IS14/Q9GZV4/Q9Y6M1/O00148/Q13247/Q01130/P62826/Q07666/Q15287/Q9UN86/Q16629/Q86U42/Q05519/O00425/Q16762/O60282/Q08170/P38919/Q8TCS8/Q9BY77/P57740/O75955/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/Q14008/O75694/P49790/P52948",59
"GO:0051028","GO:0051028","mRNA transport","47/1513","223/27563",1.12453456753588e-15,1.63391833380348e-13,1.43806056360562e-13,"P22626/P09651/Q32P51/P42704/P51991/P63241/P55735/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/Q92945/Q9NZI8/P82979/O75494/P06730/Q13243/Q07955/Q86V81/Q14764/Q6IS14/Q9GZV4/Q9Y6M1/O00148/Q13247/Q01130/Q15287/Q9UN86/Q16629/Q86U42/Q05519/O00425/O60282/Q08170/P38919/Q9BY77/P57740/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/O75694/P49790/P52948",47
"GO:0022618","GO:0022618","ribonucleoprotein complex assembly","59/1513","334/27563",1.44853020601316e-15,2.04928904934914e-13,1.80364079668398e-13,"P62304/P83731/P30050/P08865/P39019/O00571/P46782/P62263/Q07021/P46783/P06748/P62316/P62318/P62750/P62913/Q92499/Q02878/P62306/P62314/P26368/Q13242/Q13838/Q9Y3F4/P46777/Q14011/O75494/Q12874/Q13243/Q07955/Q9Y3A5/Q13247/P60228/Q13347/Q9UMS4/P56537/Q8WXF0/Q9Y3B7/P14678/Q9NR56/O00303/Q9H7B2/Q9Y383/Q92879/Q15459/O43290/O75616/Q8WWY3/P26196/Q14152/O75475/P55265/Q8TB72/Q09161/Q8WWM7/B5ME19/Q99613/O75643/O94906/A5YKK6",59
"GO:0051084","GO:0051084","'de novo' posttranslational protein folding","30/1513","96/27563",2.34592334794697e-15,3.23376510732382e-13,2.84613372443229e-13,"P60709/P10809/P68371/P68363/Q71U36/P04350/Q13885/Q9BVA1/Q9BQE3/Q13509/Q9BUF5/Q13748/Q6PEY2/P11142/P68366/P78371/O14656/P40227/Q99832/Q9NY65/P50990/P49368/P50991/P17987/P48643/Q96HE7/Q9NYU2/P25685/O14657/Q9H4B7",30
"GO:0022904","GO:0022904","respiratory electron transport chain","46/1513","222/27563",4.44225979346402e-15,5.89003837936864e-13,5.18399955264372e-13,"P48047/O75947/P06576/P25705/O75489/P49821/P14854/P31930/O75964/O96000/P28331/P30049/P38117/P56134/P99999/Q9UDW1/P13804/P36542/P56385/P22695/O75439/O00483/O43920/P07919/Q16718/Q16795/O95168/P14927/O75746/P24539/P19404/P08574/Q9UJS0/O95182/P56556/Q9UI09/P21912/O95299/P13073/P31040/O75306/O75251/P09622/O00217/P47985/Q9H845",46
"GO:0042254","GO:0042254","ribosome biogenesis","60/1513","352/27563",4.49203075807504e-15,5.89003837936864e-13,5.18399955264372e-13,"P05388/P83731/P30050/P61254/P08865/P62241/P62753/P39019/P62857/Q9UNX3/O00571/P46782/P62263/P62841/P62847/P63220/Q9UQ80/Q07021/P62249/P46783/P06748/P55769/P62750/P62913/Q02878/P19338/P62081/P42766/P46777/P49207/P50914/Q9Y2X3/P62424/Q9Y3A5/Q9NR30/P56537/P62826/Q15050/Q7Z7H8/Q9Y3B7/Q9BVP2/Q96B26/O00567/Q9H7B2/Q13823/O43290/Q14978/P22087/Q13601/P38919/Q9H0S4/O75616/P82933/Q13895/Q9Y5J1/Q9BZE4/Q5TAP6/Q9BVJ6/Q8NI36/O14980",60
"GO:0071826","GO:0071826","ribonucleoprotein complex subunit organization","60/1513","353/27563",5.12936952494322e-15,6.56559299192733e-13,5.7785754422606e-13,"P62304/P83731/P30050/P08865/P39019/O00571/P46782/P62263/Q07021/P46783/P06748/P62316/P62318/P62750/P62913/Q92499/Q02878/P62306/P62314/P26368/Q13242/Q13838/Q9Y3F4/P46777/Q14011/O75494/Q12874/Q13243/Q07955/P33176/Q9Y3A5/Q13247/P60228/Q13347/Q9UMS4/P56537/Q8WXF0/Q9Y3B7/P14678/Q9NR56/O00303/Q9H7B2/Q9Y383/Q92879/Q15459/O43290/O75616/Q8WWY3/P26196/Q14152/O75475/P55265/Q8TB72/Q09161/Q8WWM7/B5ME19/Q99613/O75643/O94906/A5YKK6",60
"GO:0022900","GO:0022900","electron transport chain","46/1513","226/27563",8.96939132285313e-15,1.12138250585252e-12,9.86962398928392e-13,"P48047/O75947/P06576/P25705/O75489/P49821/P14854/P31930/O75964/O96000/P28331/P30049/P38117/P56134/P99999/Q9UDW1/P13804/P36542/P56385/P22695/O75439/O00483/O43920/P07919/Q16718/Q16795/O95168/P14927/O75746/P24539/P19404/P08574/Q9UJS0/O95182/P56556/Q9UI09/P21912/O95299/P13073/P31040/O75306/O75251/P09622/O00217/P47985/Q9H845",46
"GO:0006458","GO:0006458","'de novo' protein folding","30/1513","104/27563",2.61495080287185e-14,3.19499443550888e-12,2.81201049256195e-12,"P60709/P10809/P68371/P68363/Q71U36/P04350/Q13885/Q9BVA1/Q9BQE3/Q13509/Q9BUF5/Q13748/Q6PEY2/P11142/P68366/P78371/O14656/P40227/Q99832/Q9NY65/P50990/P49368/P50991/P17987/P48643/Q96HE7/Q9NYU2/P25685/O14657/Q9H4B7",30
"GO:0043488","GO:0043488","regulation of mRNA stability","49/1513","263/27563",4.47740676163857e-14,5.34900861123755e-12,4.70782301603869e-12,"P11142/Q14103/P67809/P11940/Q15717/P62987/P07910/Q13148/O60506/P51665/Q13151/O43390/P62979/Q01105/Q92945/Q9NZI8/P63104/P04792/Q14011/Q00839/P0DMV8/P0DMV9/Q8NC51/P62333/P16989/Q04637/Q9Y2W1/P0CG47/O00231/Q92973/P48556/P43686/P62191/Q96B26/O00487/P27695/Q9Y2T7/Q9UL46/Q08211/Q6PJT7/P17980/P62195/P35998/P0CG48/O00232/Q8TB72/Q14671/Q99460/O14980",49
"GO:0006334","GO:0006334","nucleosome assembly","38/1513","169/27563",6.96906254673866e-14,8.14471309810152e-12,7.16840644109617e-12,"P62805/P16104/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/Q5SSJ5/Q96A08/Q16576/Q92794/Q8WYB5",38
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","38/1513","170/27563",8.50720654592165e-14,9.73079625337761e-12,8.56436582842504e-12,"P22626/P08865/P62857/P62841/P63241/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/Q9Y2X3/P82979/O75494/P06730/Q13243/Q07955/Q86V81/O00148/Q13247/Q01130/P56537/P62826/Q15050/Q15287/Q16629/Q86U42/Q05519/Q08170/Q8WWY3/Q9BY77/P57740/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/O75694",38
"GO:0018279","GO:0018279","protein N-linked glycosylation via asparagine","66/1513","439/27563",9.79000229933681e-14,1.09648025752572e-11,9.65045182796469e-12,"Q9P2X0/P39656/P30101/Q01082/P27824/P55072/P27797/P04843/O75396/P13987/Q13813/P14314/Q9Y678/Q9H0U4/P49755/O60762/P62820/P55735/Q14697/Q9BVK6/P61803/Q8WVM8/O14579/P53618/Q13724/P54920/P61923/P49257/P04844/P26572/O43617/O94979/P15291/O43237/Q96EK6/O94855/P46459/Q9NYU2/O14653/Q15363/Q9Y6B6/Q16706/P18085/P53621/Q13409/P48444/Q14165/Q9UBV2/Q15436/P53992/Q8N6T3/Q13561/Q08379/Q14203/O15020/Q9UKM7/O95486/O94808/P11277/Q06210/Q9BZQ6/Q9UBF2/P35606/Q14789/Q92538/Q5JRA6",66
"GO:0018196","GO:0018196","peptidyl-asparagine modification","66/1513","440/27563",1.09164913559048e-13,1.18088373000299e-11,1.03933121208558e-11,"Q9P2X0/P39656/P30101/Q01082/P27824/P55072/P27797/P04843/O75396/P13987/Q13813/P14314/Q9Y678/Q9H0U4/P49755/O60762/P62820/P55735/Q14697/Q9BVK6/P61803/Q8WVM8/O14579/P53618/Q13724/P54920/P61923/P49257/P04844/P26572/O43617/O94979/P15291/O43237/Q96EK6/O94855/P46459/Q9NYU2/O14653/Q15363/Q9Y6B6/Q16706/P18085/P53621/Q13409/P48444/Q14165/Q9UBV2/Q15436/P53992/Q8N6T3/Q13561/Q08379/Q14203/O15020/Q9UKM7/O95486/O94808/P11277/Q06210/Q9BZQ6/Q9UBF2/P35606/Q14789/Q92538/Q5JRA6",66
"GO:0043487","GO:0043487","regulation of RNA stability","49/1513","269/27563",1.098292159601e-13,1.18088373000299e-11,1.03933121208558e-11,"P11142/Q14103/P67809/P11940/Q15717/P62987/P07910/Q13148/O60506/P51665/Q13151/O43390/P62979/Q01105/Q92945/Q9NZI8/P63104/P04792/Q14011/Q00839/P0DMV8/P0DMV9/Q8NC51/P62333/P16989/Q04637/Q9Y2W1/P0CG47/O00231/Q92973/P48556/P43686/P62191/Q96B26/O00487/P27695/Q9Y2T7/Q9UL46/Q08211/Q6PJT7/P17980/P62195/P35998/P0CG48/O00232/Q8TB72/Q14671/Q99460/O14980",49
"GO:0006986","GO:0006986","response to unfolded protein","53/1513","310/27563",1.57175619399245e-13,1.65681594096145e-11,1.45821343488051e-11,"P63244/P10809/P02545/P50454/P11021/P11142/P14625/P55072/P27797/P49748/Q9Y5M8/Q15084/P61421/Q9UDY4/P55145/Q9BS26/P43307/Q9Y4L1/P04792/Q96CS3/Q969H8/P08238/Q9UBS4/P0DMV8/P0DMV9/P17066/O95292/P54652/P07900/Q9Y490/O94979/Q96HE7/Q96JB5/P61604/Q9BQE4/O14653/Q13217/Q99470/P25685/P35611/P19525/P34931/Q9Y4P3/Q99442/P61619/O14657/P07996/Q8N6T3/Q14554/Q14203/P08240/Q06210/Q9BZQ6",53
"GO:0019884","GO:0019884","antigen processing and presentation of exogenous antigen","57/1513","351/27563",1.82298868270749e-13,1.8846898381222e-11,1.65877209084416e-11,"P51149/P30101/P27824/P27797/P61769/P62987/P10321/P51665/P55735/P30460/P62979/P61163/Q10567/Q00610/P01889/P63010/P04439/O95782/P30443/O94979/P62333/O43237/O94855/P0CG47/O00231/P09496/O94973/P50570/P48556/P84077/Q9Y6B6/P43686/P62191/Q13409/P18084/P06756/O00487/Q9UL46/P61619/Q15436/Q12840/P07339/P42025/P53992/Q99538/P17980/Q13561/P62195/Q9UIQ6/P35998/P0CG48/O00232/Q14203/O15020/O95486/Q99460/O00203",57
"GO:0043484","GO:0043484","regulation of RNA splicing","37/1513","166/27563",1.97726984224518e-13,2.00562314564342e-11,1.76520912430826e-11,"P22626/P62854/P26599/P17844/P31943/P61978/P11142/Q07021/O00422/P08621/P26368/Q13242/P62277/P52597/O75494/Q96EP5/Q09666/Q15427/P0DMV8/P0DMV9/Q9BWF3/P38159/Q9Y2W1/Q13247/Q01130/O95758/Q9UMS4/Q8WXF0/Q15287/Q5VZF2/Q9NR56/Q16629/P49756/P31483/Q92879/Q08170/Q9UKV3",37
"GO:0002478","GO:0002478","antigen processing and presentation of exogenous peptide antigen","56/1513","342/27563",2.0875809037452e-13,2.07830276639522e-11,1.82917663983132e-11,"P51149/P30101/P27824/P27797/P61769/P62987/P10321/P51665/P55735/P30460/P62979/P61163/Q10567/Q00610/P01889/P63010/P04439/O95782/P30443/O94979/P62333/O43237/O94855/P0CG47/O00231/P09496/O94973/P50570/P48556/P84077/Q9Y6B6/P43686/P62191/Q13409/P18084/P06756/O00487/Q9UL46/P61619/Q15436/Q12840/P07339/P42025/P53992/Q99538/P17980/Q13561/P62195/Q9UIQ6/P35998/P0CG48/O00232/Q14203/O15020/O95486/Q99460",56
"GO:0065004","GO:0065004","protein-DNA complex assembly","48/1513","267/27563",3.25057334378944e-13,3.17728769022037e-11,2.79642625460929e-11,"P62805/P16104/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/P09429/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/P62333/Q5SSJ5/Q96A08/P43686/P62191/Q7Z7K6/Q16576/P17980/P62195/P35998/Q13422/Q86VP6/Q92794/Q8WYB5",48
"GO:0035966","GO:0035966","response to topologically incorrect protein","55/1513","337/27563",3.92851624411207e-13,3.77137559434759e-11,3.31930084911349e-11,"P63244/P10809/P02545/P50454/P11021/P11142/P14625/P55072/P27797/P49748/O14656/Q9Y5M8/Q15084/P61421/Q9UDY4/P55145/Q9BS26/P43307/Q9Y4L1/P04792/Q96CS3/Q969H8/P08238/Q9UBS4/P0DMV8/P0DMV9/P17066/O95292/P54652/P07900/Q9Y490/O94979/Q92890/Q96HE7/Q96JB5/P61604/Q9BQE4/O14653/Q13217/Q99470/P25685/P35611/P19525/P34931/Q9Y4P3/Q99442/P61619/O14657/P07996/Q8N6T3/Q14554/Q14203/P08240/Q06210/Q9BZQ6",55
"GO:0006888","GO:0006888","ER to Golgi vesicle-mediated transport","51/1513","301/27563",6.45123830918019e-13,6.08453634213205e-11,5.35518304704801e-11,"Q01082/P55072/O75396/P13987/Q13813/Q9Y678/Q9H0U4/P49755/P62820/P55735/Q969X5/Q9BVK6/Q9NR31/Q9Y4L1/Q8WVM8/O14579/P53618/P54920/P61923/P49257/Q9P0L0/O95292/O43617/O94979/O43237/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P18085/P53621/Q13409/P48444/Q15436/Q9H0V9/P53992/O43264/Q8N6T3/Q13561/Q08379/Q14203/O15020/O95486/P11277/Q9UBF2/P35606/Q14789/Q92538/Q5JRA6",51
"GO:1902591","GO:1902591","single-organism membrane budding","35/1513","156/27563",7.18100082684522e-13,6.65604490433102e-11,5.85818488505795e-11,"O75396/P13987/Q9Y678/Q9H0U4/P49755/P62820/P55735/Q9BVK6/Q9NR31/Q8WVM8/O14579/P53618/P54920/P61923/P49257/Q9P0L0/O95292/O43617/O94979/Q9H4A6/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P53621/P48444/Q15436/P53992/Q8N6T3/Q08379/O95486/P35606/Q92538",35
"GO:0031497","GO:0031497","chromatin assembly","42/1513","217/27563",7.70997933261508e-13,7.02522862578622e-11,6.18311455844867e-11,"P62805/P16104/P52926/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/P09429/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/Q5SSJ5/Q96A08/Q7Z7K6/Q16576/P12270/Q92794/Q8WYB5",42
"GO:0006487","GO:0006487","protein N-linked glycosylation","66/1513","459/27563",8.02921959680085e-13,7.19418075873356e-11,6.33181440133681e-11,"Q9P2X0/P39656/P30101/Q01082/P27824/P55072/P27797/P04843/O75396/P13987/Q13813/P14314/Q9Y678/Q9H0U4/P49755/O60762/P62820/P55735/Q14697/Q9BVK6/P61803/Q8WVM8/O14579/P53618/Q13724/P54920/P61923/P49257/P04844/P26572/O43617/O94979/P15291/O43237/Q96EK6/O94855/P46459/Q9NYU2/O14653/Q15363/Q9Y6B6/Q16706/P18085/P53621/Q13409/P48444/Q14165/Q9UBV2/Q15436/P53992/Q8N6T3/Q13561/Q08379/Q14203/O15020/Q9UKM7/O95486/O94808/P11277/Q06210/Q9BZQ6/Q9UBF2/P35606/Q14789/Q92538/Q5JRA6",66
"GO:0051668","GO:0051668","localization within membrane","37/1513","174/27563",9.12412790530523e-13,8.04119862605261e-11,7.07730024751458e-11,"O75396/P13987/Q9Y678/Q9H0U4/P49755/P62820/P55735/Q9BVK6/Q9NR31/Q8WVM8/O14579/P53618/P54920/P61923/P49257/Q9P0L0/O95292/O43617/O94979/Q9H4A6/P63000/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P53621/P48444/P06396/Q15436/P53992/Q8N6T3/Q08379/O95486/P35606/Q92538",37
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome","28/1513","103/27563",9.56615960958103e-13,8.29478613888832e-11,7.30049022836447e-11,"P22626/P26599/P17844/P61978/P11142/Q07021/O00422/P08621/P26368/Q13242/O75494/Q96EP5/Q15427/Q9BWF3/P38159/Q9Y2W1/Q13247/Q01130/O95758/Q9UMS4/Q8WXF0/Q15287/Q9NR56/Q16629/P49756/P31483/Q08170/Q9UKV3",28
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","36/1513","166/27563",9.95957489304491e-13,8.49883724206499e-11,7.48008172836038e-11,"P22626/P08865/P62857/P62841/P63241/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/P82979/O75494/P06730/Q13243/Q07955/Q86V81/O00148/Q13247/Q01130/P56537/P62826/Q15050/Q15287/Q16629/Q86U42/Q05519/Q08170/Q9BY77/P57740/Q09161/P12270/Q8IYB3/O14980/Q8N1F7/O75694",36
"GO:0034728","GO:0034728","nucleosome organization","41/1513","213/27563",1.73822245711574e-12,1.46010686397722e-10,1.28508387248935e-10,"P62805/Q7L7L0/P16104/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/Q5SSJ5/Q96A08/Q16576/Q969G3/Q92922/Q92794/Q8WYB5",41
"GO:0031124","GO:0031124","mRNA 3'-end processing","34/1513","153/27563",2.03489216941513e-12,1.68301235427319e-10,1.48126968445684e-10,"P62304/O43809/P11940/P62318/P62306/P84103/P26368/Q13242/P0DN76/Q01081/Q13243/Q07955/Q86V81/Q13247/Q01130/Q16630/Q4VXU2/P14678/Q15287/Q12849/Q16629/Q86U42/Q05519/Q12996/Q08170/Q6PJT7/Q8N684/Q8TCS8/Q6P1J9/Q09161/P05067/Q8IYB3/A5YKK6/Q92797",34
"GO:0071824","GO:0071824","protein-DNA complex subunit organization","51/1513","311/27563",2.32903354490103e-12,1.89710368748302e-10,1.66969789223766e-10,"P62805/Q7L7L0/P16104/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/P09429/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/P62333/Q5SSJ5/Q96A08/P43686/P62191/Q7Z7K6/Q16576/Q969G3/P17980/P62195/P35998/Q13422/Q92922/Q86VP6/Q92794/Q8WYB5",51
"GO:0006333","GO:0006333","chromatin assembly or disassembly","46/1513","262/27563",2.400736673458e-12,1.92632244127018e-10,1.6954141943745e-10,"P62805/Q7L7L0/P16104/P52926/P10412/P16402/P16403/Q9Y265/P68431/P84243/Q16695/Q71DI3/O60814/P06899/P23527/P33778/P58876/P62807/Q16778/Q5QNW6/Q8N257/Q93079/Q99877/Q99879/Q99880/P16401/P06748/P22492/O75367/P09429/Q02539/Q01105/P0DME0/P26583/Q09028/P55209/Q5SSJ5/Q96A08/Q7Z7K6/Q16576/Q969G3/P12270/O94776/Q92922/Q92794/Q8WYB5",46
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","16/1513","33/27563",3.01586394838324e-12,2.36074943493425e-10,2.07776642975201e-10,"P22626/P26599/P61978/Q07021/O00422/P26368/Q13242/O75494/P38159/Q13247/O95758/Q8WXF0/Q15287/Q16629/Q08170/Q9UKV3",16
"GO:0033119","GO:0033119","negative regulation of RNA splicing","18/1513","43/27563",3.0299797434982e-12,2.36074943493425e-10,2.07776642975201e-10,"P22626/P62854/P26599/P61978/Q07021/O00422/P26368/Q13242/P62277/O75494/P38159/Q13247/O95758/Q8WXF0/Q15287/Q16629/Q08170/Q9UKV3",18
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","41/1513","217/27563",3.26322737162333e-12,2.50615862140672e-10,2.20574541886419e-10,"P22626/P26599/P17844/P61978/P11142/P11940/Q07021/O00422/O60506/P08621/O43390/P26368/Q13242/O75494/Q96EP5/Q15427/P0DMV8/P0DMV9/Q9BWF3/P38159/Q9Y2W1/Q13247/Q01130/O95758/Q9UMS4/Q8WXF0/Q15287/Q9NR56/Q16629/Q86U42/P49756/P31483/Q08170/Q6PJT7/Q15424/Q8TCS8/Q7Z2W4/Q6P1J9/Q9UKV3/Q09161/A5YKK6",41
"GO:0009060","GO:0009060","aerobic respiration","30/1513","124/27563",3.99925572308982e-12,3.02816884046913e-10,2.66518227950908e-10,"P40926/P11177/P55072/P49821/P31930/P50213/Q99798/P22695/P08559/O75390/P36957/O75439/Q5RI15/P07919/Q9P2R7/P14927/P07954/P48735/Q02218/P21912/P13073/P31040/Q08043/P09622/P53597/Q96I99/P10515/O43837/P04040/Q9ULD0",30
"GO:0050684","GO:0050684","regulation of mRNA processing","37/1513","183/27563",4.53194601578721e-12,3.38385302512111e-10,2.97823060540402e-10,"P22626/P26599/P17844/P61978/P11142/P11940/Q07021/O00422/P08621/P26368/Q13242/O75494/Q96EP5/Q15427/P0DMV8/P0DMV9/Q9BWF3/P38159/Q9Y2W1/Q13247/Q01130/O95758/Q9UMS4/Q8WXF0/Q15287/Q9NR56/Q16629/Q86U42/P49756/P31483/Q08170/Q6PJT7/Q15424/Q6P1J9/Q9UKV3/Q09161/A5YKK6",37
"GO:0035964","GO:0035964","COPI-coated vesicle budding","13/1513","21/27563",5.25883641779714e-12,3.76953394427699e-10,3.31767995761377e-10,"Q9Y678/P49755/Q9BVK6/O14579/P53618/P61923/P84077/Q15363/P53621/P48444/Q8N6T3/P35606/Q92538",13
"GO:0048200","GO:0048200","Golgi transport vesicle coating","13/1513","21/27563",5.25883641779714e-12,3.76953394427699e-10,3.31767995761377e-10,"Q9Y678/P49755/Q9BVK6/O14579/P53618/P61923/P84077/Q15363/P53621/P48444/Q8N6T3/P35606/Q92538",13
"GO:0048205","GO:0048205","COPI coating of Golgi vesicle","13/1513","21/27563",5.25883641779714e-12,3.76953394427699e-10,3.31767995761377e-10,"Q9Y678/P49755/Q9BVK6/O14579/P53618/P61923/P84077/Q15363/P53621/P48444/Q8N6T3/P35606/Q92538",13
"GO:0031123","GO:0031123","RNA 3'-end processing","38/1513","195/27563",7.59402735094896e-12,5.37177513667126e-10,4.72786051835396e-10,"P62304/P08865/O43809/P63220/P11940/P62318/P62306/P84103/P26368/Q13242/P0DN76/Q01081/Q13243/Q07955/Q86V81/Q13247/Q01130/Q16630/Q4VXU2/P14678/Q15287/Q12849/Q16629/Q86U42/Q05519/Q96B26/Q12996/Q08170/P22087/Q6PJT7/Q8N684/Q8TCS8/Q6P1J9/Q09161/P05067/Q8IYB3/A5YKK6/Q92797",38
"GO:0006901","GO:0006901","vesicle coating","34/1513","160/27563",7.72874253144438e-12,5.39606751286299e-10,4.74924096771599e-10,"O75396/P13987/Q9Y678/Q13492/Q9H0U4/P49755/P62820/P55735/Q9BVK6/Q8WVM8/O14579/P53618/P54920/P61923/P63010/P49257/O43617/O94979/O94855/P46459/O14653/P84077/Q15363/Q9Y6B6/P53621/P48444/Q15436/O60641/P53992/Q8N6T3/Q08379/O95486/P35606/Q92538",34
"GO:0006405","GO:0006405","RNA export from nucleus","35/1513","169/27563",8.31391884503267e-12,5.73020868088406e-10,5.04332863811361e-10,"P22626/P09651/P08865/P62857/P63241/P84103/P26368/Q13242/Q13838/P0DN76/Q01081/P82979/O75494/P06730/Q13243/Q07955/Q86V81/O00148/Q13247/Q01130/P62826/Q07666/Q15287/Q16629/Q86U42/Q05519/Q08170/Q9BY77/P57740/Q09161/P12270/Q8IYB3/Q8N1F7/O75694/P49790",35
"GO:0006119","GO:0006119","oxidative phosphorylation","32/1513","146/27563",1.3313604916664e-11,9.05999240911209e-10,7.97397123256556e-10,"P55072/O75489/P49821/P31930/O96000/P28331/P30049/P99999/Q9UDW1/P36542/P22695/P54819/O75439/O00483/O43920/P07919/Q16718/Q16795/O95168/P14927/P30405/P19404/O95182/P56556/O95299/P13073/Q08043/O75306/O75251/P09622/O00217/O75323",32
